"formula","mse","rse","cor_coef","rank_cor"
"raw_prev_rate ~ age_0514_pop * zone + assets_fn12 * zone + age_1524_pop * urban",5.72544977548501e-05,4.25323061914156,0.494063155405746,0.265810092868046
"raw_prev_rate ~ assets_fn8:zone + assets_fn17:high_hiv + assets_fn5:high_hiv",1.08420210849137e-05,0.805414733514576,0.493982099233505,0.345819230415015
"raw_prev_rate ~ assets_fn8 + asin_v481_uninsured_2013 * zone + assets_fn2 * zone",1.18484284336302e-05,0.880177114091525,0.493235903465149,0.416911049988687
"raw_prev_rate ~ assets_fn4 + assets_fn1 * zone + assets_fn12 * zone",1.62594335065157e-05,1.20785480882069,0.493199812392948,0.278639751928441
"raw_prev_rate ~ age_0514_pop * zone + assets_fn12 * zone + assets_fn6 * zone",1.59363033915137e-05,1.18385063529745,0.492128558157423,0.20384706916427
"raw_prev_rate ~ age_1524_pop * zone + asin_v481_uninsured_2013 * zone + assets_fn2 * zone",1.38231881912324e-05,1.02687491069861,0.491714010284082,0.23010557465876
"raw_prev_rate ~ assets_fn12 * zone + age_1524_pop * urban",1.4863986595719e-05,1.10419207905926,0.491538566329664,0.260840362297948
"raw_prev_rate ~ assets_fn8 + assets_fn12 * zone + age_0514_pop * urban",1.08024556441056e-05,0.802475559285412,0.491509283301207,0.241208164230256
"raw_prev_rate ~ v394_notVisitedHF_2013:zone + assets_fn12:zone + mv717_unskilledOrUnemployed_2013:high_hiv",4.66285509002225e-05,3.46386726269426,0.491315211862054,0.423784081628184
"raw_prev_rate ~ age_1524_pop * zone + assets_fn12 * zone + assets_fn7 * zone",4.88436511321134e-05,3.62841908831826,0.49114721490795,0.385647567607999
"raw_prev_rate ~ assets_fn8:zone + assets_fn17:urban + assets_fn5:high_hiv",1.08269180508837e-05,0.80429278346179,0.490904316378002,0.359389062113509
"raw_prev_rate ~ assets_fn3 + assets_fn11 * urban + assets_fn5 * high_hiv",1.05443615133251e-05,0.783302675010769,0.490709490991622,0.22890719991136
