"CLUSTER","ADM2_CODE","raw_prev_rate","count","response","ADM1_NAME","male_pop","age_0004_pop","age_0514_pop","age_1524_pop","age_2534_pop","age_3544_pop","age_4554_pop","age_5564_pop","age_65up_pop","hivPrev_2018","hv025_urban_2013","asin_hv226_solidFuel_2013","hv252_dailySmokingHH_2013","hv270_poorest_2013","mv149_lessThanSecondaryEduc_2013","mv717_unskilledOrUnemployed_2013","v149_lessThanSecondaryEduc_2013","v394_notVisitedHF_2013","v445_underweight_2013","asin_v481_uninsured_2013","nga10povcons125","nga_bsgmi_v0a_100m_2011","GHS_BUILT_LDS2014_GLOBE_R2018A_54009_1K_V2_0","assets_fn0","assets_fn1","assets_fn10","assets_fn11","assets_fn12","assets_fn13","assets_fn14","assets_fn15","assets_fn16","assets_fn17","assets_fn18","assets_fn19","assets_fn2","assets_fn3","assets_fn4","assets_fn5","assets_fn6","assets_fn7","assets_fn8","assets_fn9","zone","urban","high_hiv"
68,"NGA031009",0.0151057401812689,662,10,"Oyo",0.49147993789162,0.151686527009975,0.248682110293174,0.173212634904994,0.160248668315005,0.106744943389121,0.0672725248934787,0.0508634688857954,0.0412890728107989,0.0107318565532659,0.999730423931222,1.41673009313308,0.0555794374845605,0.000651562194608797,0.381234643243775,0.262615880968358,0.485913374658858,0.637665186199279,0.116432343011944,1.44767105602756,0.26584729552269,0.843593462855833,0.881276649587295,0.016649104654789,0.342248290777206,0.163247093558311,0.0909291058778763,0.175011336803436,0.401353001594543,0.141185164451599,0.16985297203064,0.431629091501236,0.21031753718853,0.0564799085259438,0.431129693984985,0.25642517209053,0.13030269742012,0.173429980874062,0.0423423387110233,0.196358203887939,0.0372038409113884,0.335381925106049,0.000807613541837782,"South.West",TRUE,FALSE
70,"NGA031010",0.0112640801001252,799,9,"Oyo",0.492713355755332,0.133560058954384,0.232863657345087,0.18322594679032,0.162892266972535,0.110464566105177,0.07302119821887,0.0568376384924325,0.0471346438320106,0.00915858432952474,0.99972634693932,1.42400573729871,0.0527581879896483,0.000846474207036771,0.371889575993918,0.264498657216085,0.497894304708684,0.64222368531117,0.117668475772125,1.44656465828058,0.267050117254257,0.880280013522242,0.773466238888299,0.0296347551047802,0.393555074930191,0.146441981196404,0.155226096510887,0.277968004345894,0.424575060606003,0.158361062407494,0.208873957395554,0.494543045759201,0.273150235414505,0.0443151574581861,0.470540508627892,0.255711123347282,0.080998457968235,0.186135374009609,0.0994368121027946,0.179907351732254,0.052665626630187,0.379163563251495,0.00386202451772988,"South.West",TRUE,FALSE
3,"NGA015002",0.00265957446808511,376,1,"Federal Capital Territory",0.540637491398439,0.155091780835062,0.215741508368263,0.182710237096515,0.226066977528198,0.126036892774322,0.0579440747053588,0.0243331330886787,0.0120752574435088,0.0144766310779305,0.738432580712682,0.988695492250941,0.0608215590543714,0.00144759030491571,0.231197582257797,0.18814415128375,0.35875958463012,0.606479207534851,0.0310498808491225,1.13304428395202,0.482376515865326,0.14885370954541,0.114999854108912,0.209593817591667,0.195100083947182,0.104173019528389,0.279435068368912,0.17594300955534,0.166779719293118,0.214353904128075,0.171770185232162,0.277181193232536,0.343700766563416,0.181603841483593,0.139517985284328,0.230004645884037,0.276525661349297,0.0882948078215122,0.325424835085869,0.307328671216965,0.230049602687359,0.383099675178528,0.133317150175571,"North.Central",TRUE,FALSE
17,"NGA016001",0,779,0,"Gombe",0.524164388484373,0.204042650394471,0.291323654351201,0.186190562224318,0.12891008926019,0.0826596167101702,0.0497993257061868,0.0315264634690448,0.0255476477987852,0.0082473735343092,0.00135428199055764,1.48639065101083,0.0470507372012521,0.157348647819924,0.683887189182081,0.101856856408092,0.86945251530803,0.905728042394751,0.195893122488108,1.45293164857197,0.797722160816193,0.0127428977806524,0.00436966268352825,0.214466281235218,0.0871391370892525,0.0996217839419842,0.248744681477547,0.156952530145645,0.154386729001999,0.231713660061359,0.138952851295471,0.206705048680305,0.2899519354105,0.199474200606346,0.0467399302870035,0.207990944385529,0.30585004389286,0.0634999424219131,0.298764705657959,0.267433017492294,0.172772012650967,0.289687484502792,0.193804539740086,"North.East",FALSE,FALSE
16,"NGA016006",0.00165562913907285,604,1,"Gombe",0.528966876315274,0.203354181590268,0.293982669984019,0.186509847084633,0.127936221284568,0.0820424113726405,0.0493843667810885,0.0312969596871821,0.0254933589777159,0.0121945615743634,0.428071154470465,1.46583768028872,0.0368595275875037,0.199847664427254,0.725740078102802,0.0950972544353052,0.837561574894058,0.939157703552512,0.269963940323832,1.45364452400037,0.681828767061234,0.63607307652567,0.456818818912033,0.0292562572285533,0.416869625449181,0.140269502997398,0.160241447389126,0.330050200223923,0.484644293785095,0.162143737077713,0.24512854218483,0.575301080942154,0.297583147883415,0.0672520995140076,0.497797906398773,0.266266584396362,0.0926960930228233,0.183019548654556,0.0730769596993923,0.237388104200363,0.0349368639290333,0.384318366646767,0.00800572126172483,"North.East",TRUE,FALSE
44,"NGA017009",0,535,0,"Imo",0.508174023520893,0.124907014143875,0.261062746366375,0.205764431006004,0.136703449506985,0.104336719471543,0.0757342021086801,0.0520503398610506,0.0394410220050138,0.0205628289952702,0.571779737087009,1.42837617872556,0.0609611515004247,0.00244088280564041,0.517804133326416,0.319995545510665,0.403160082109359,0.799832969561038,0.0454477249937869,1.41443945534281,0.473244145512581,0.218145411495217,0.0266026330486938,0.148096837103367,0.140536345541477,0.109589826315641,0.234390668570995,0.147918231785297,0.183787234127522,0.195564217865467,0.140310920774937,0.261094018816948,0.285608679056168,0.149151362478733,0.138584688305855,0.21943324059248,0.318465679883957,0.0584546495229006,0.272710725665092,0.232425965368748,0.123987466096878,0.306929662823677,0.0673194043338299,"South.East",TRUE,TRUE
45,"NGA017011",0.00185873605947955,538,1,"Imo",0.501438556242617,0.124567118590677,0.253074568513088,0.205368340379177,0.136972082825001,0.104669753184844,0.0782728180334687,0.0528531289469162,0.0442221340014844,0.0136986955173686,0.372961647129429,1.45409232688694,0.0739692336972071,0.00901685693705667,0.468260277339938,0.325551647274517,0.486650687139477,0.771617571800498,0.0532333485000239,1.41790632959161,0.400196075439453,0.22608630252952,0.0226051211558337,0.137826792895794,0.167931966483593,0.111037038266659,0.211798489093781,0.170311152935028,0.205238617956638,0.189191795885563,0.159171529114246,0.274444207549095,0.252312928438187,0.125448495149612,0.177177220582962,0.20682480186224,0.310411885380745,0.0850348323583603,0.248237192630768,0.208706349134445,0.129458159208298,0.28380224108696,0.062007887288928,"South.East",TRUE,FALSE
20,"NGA018004",0,809,0,"Jigawa",0.492941223971721,0.210338047467222,0.280805314383286,0.164131834423308,0.137816394174991,0.0904118652640575,0.0527751266577431,0.03472260991342,0.0289988862218209,0.0038342760070972,0.0181967075795239,1.50519706156811,0.0164260489944095,0.450089846504993,0.789021732017959,0.0485078091411548,0.991118616349787,0.789643260459446,0.201316601247332,1.4824603900607,0.865007877349854,0.0172732256739568,0.00584587198364177,0.204740449786186,0.111950971186161,0.115659192204475,0.24391633272171,0.154712080955505,0.16955354809761,0.196081429719925,0.134460344910622,0.223428562283516,0.290806144475937,0.173435628414154,0.0575325302779675,0.200487330555916,0.30192893743515,0.0519546344876289,0.283220797777176,0.24383345246315,0.209205538034439,0.292317181825638,0.171112671494484,"North.West",FALSE,FALSE
21,"NGA018011",0.00261096605744125,766,2,"Jigawa",0.50980062162249,0.214566675050081,0.284173052426451,0.174780894019355,0.131325919408197,0.0856700823603541,0.0524134297799341,0.0309975853148382,0.026072247705375,0.00411191209152758,0.0312210749386339,1.53488342035463,0.019623695984258,0.456835968497411,0.82883026048218,0.0329231648793395,0.954286428708779,0.876423526660291,0.190526360091831,1.50797148125765,0.895487070083618,0.0104536406428295,0.00385779452289151,0.21856801211834,0.0998133160173893,0.110875587910414,0.267721325159073,0.155536994338036,0.153026856482029,0.197901010513306,0.128028489649296,0.214972905814648,0.307771101593971,0.183290727436543,0.0540894586592913,0.208591252565384,0.302671328186989,0.0429993104189634,0.306829020380974,0.279039338231087,0.201979614794254,0.314521208405495,0.180922195315361,"North.West",FALSE,FALSE
22,"NGA019004",0.00313479623824451,638,2,"Kaduna",0.510203368673284,0.198350232756715,0.280207098960193,0.185311882918349,0.138936552234349,0.0888871337673123,0.0530369175353548,0.0317632015184395,0.0235071647373829,0.00741535212220661,0.976571855112057,1.47045955765799,0.0926738980317588,0.0243239898287093,0.543521313409072,0.182324618052259,0.755917535094452,0.509482054020922,0.0741526042690362,1.41192816613977,0.701358020305634,0.0209942750653116,0.00899115366164522,0.266063511371613,0.106800422072411,0.103117600083351,0.338326960802078,0.146434292197227,0.121507205069065,0.231035336852074,0.123510949313641,0.232314974069595,0.375573843717575,0.217535004019737,0.0674346908926964,0.239602759480476,0.36067008972168,0.0315148867666721,0.38758060336113,0.350662708282471,0.224902167916298,0.398842006921768,0.169353514909744,"North.West",FALSE,FALSE
24,"NGA019023",0,363,0,"Kaduna",0.520802854566781,0.193681062910962,0.283912141817414,0.19630510960691,0.134584143312947,0.0835270726709325,0.0497732538986364,0.0326252229239274,0.0255919912046721,0.00610140693565912,0.99504134173378,1.50221290228321,0.0527025894378609,0.0464756906938143,0.484628758928949,0.205363370554034,0.740036367998164,0.507640981009224,0.0943337109114136,1.34624475211862,0.690305918455124,0.117336946328787,0.0782408975621581,0.224272534251213,0.157210394740105,0.125558018684387,0.237774938344955,0.203466534614563,0.189808934926987,0.202226892113686,0.172433838248253,0.249201476573944,0.307768851518631,0.178776577115059,0.085479311645031,0.219739139080048,0.24993559718132,0.0908035188913345,0.283607751131058,0.265733063220978,0.18603777885437,0.329917818307877,0.158279731869698,"North.West",TRUE,FALSE
