"formula","mse","rse","cor_coef","mse_glm","rse_glm","cor_coef_glm"
"response ~ 1 + f(zone, model = ""iid"") + age_1524_pop + age_1524_pop:zone + mv149_lessThanSecondaryEduc_2013 + f(zone2, mv149_lessThanSecondaryEduc_2013, model = ""iid"") + assets_fn12 + assets_fn12:zone + f(CLUSTER, model = ""besag"", graph = NGA.adj, scale.model = TRUE)",1.30119003959216e-05,0.966607259644779,0.3106035932738,NA,NA,NA
"response ~ 1 + f(zone, model = ""iid"") + age_1524_pop + age_1524_pop:zone2 + mv149_lessThanSecondaryEduc_2013 + mv149_lessThanSecondaryEduc_2013:zone + assets_fn12 + f(zone2, assets_fn12, model = ""iid"") + f(CLUSTER, model = ""besag"", graph = NGA.adj, scale.model = TRUE)",2.30422362264937e-05,1.71172481630431,-0.00153562182764412,NA,NA,NA
"response ~ 1 + f(zone, model = ""iid"") + age_1524_pop + f(zone2, age_1524_pop, model = ""iid"") + mv149_lessThanSecondaryEduc_2013 + mv149_lessThanSecondaryEduc_2013:zone + assets_fn12 + assets_fn12:zone + f(CLUSTER, model = ""besag"", graph = NGA.adj, scale.model = TRUE)",2.68018821753348e-05,1.9910153854961,-0.0609517336712406,NA,NA,NA
