"","CLUSTER","raw_prev_rate","urban","mean","sd","X0.025quant","X0.5quant","X0.975quant","mode","fit","sq_err","glm_fit","glm_sq_err"
"105",1,0.00145772594752187,FALSE,0.00056296381409399,0.000480756572961202,5.85639166410781e-05,0.000431593628531694,0.00183188565259021,0.000195892598622528,0.000431593628531694,1.05294753607616e-06,NA,NA
"112",2,0.00625978090766823,FALSE,0.00416372994523882,0.0090158567016436,0.000141042754425617,0.00170414211759384,0.023595110796217,0.000327184505967344,0.00170414211759384,2.07538447856305e-05,NA,NA
"265",3,0.00265957446808511,TRUE,0.00995983156924663,0.0130938330017257,0.000483049454020194,0.00573555358896926,0.0451004001826875,0.0013328494949148,0.00573555358896926,9.46164755211526e-06,NA,NA
"444",4,0.00138888888888889,FALSE,0.000620794154797269,0.000407140887825162,0.000110026921368378,0.000531701581470443,0.00164637765024208,0.000354842034655483,0.000531701581470443,7.34770079999287e-07,NA,NA
"458",5,0.0013550135501355,FALSE,0.00210032576910271,0.000788358194673719,0.000851897862451451,0.00200438192704865,0.003905566763771,0.00182022013578603,0.00200438192704865,4.21679288934824e-07,NA,NA
"469",6,0,TRUE,0.000504161555955585,0.000778414883816298,1.90386442812832e-05,0.000261031714341148,0.00248081807255445,4.8947877363143e-05,0.000261031714341148,6.81375558918785e-08,NA,NA
"494",7,0,FALSE,0.00110827470462234,0.000661271562929522,0.000234873378959393,0.000976211068884345,0.00274656822547237,0.000714955357109402,0.000976211068884345,9.52988051012316e-07,NA,NA
"515",8,0.00307692307692308,FALSE,0.00170648719046376,0.000695074809199726,0.00063516365250819,0.00161276041999185,0.0033202684857706,0.00143252759019709,0.00161276041999185,2.14377228595191e-06,NA,NA
"520",9,0,FALSE,0.000389446274253705,0.000551746163219492,1.31592067655423e-05,0.000212165554588832,0.00183912978720981,3.12938398560008e-05,0.000212165554588832,4.50142225539866e-08,NA,NA
"596",10,0,FALSE,0.00111942468472747,0.000587468381230383,0.000288515269191417,0.00101892524506293,0.00253394638342659,0.000818606778039148,0.00101892524506293,1.03820865502655e-06,NA,NA
"27",11,0.011826544021025,FALSE,0.00459554044170354,0.00236414181536916,0.0013816885296311,0.00413989425032282,0.010434363005754,0.00330491845871906,0.00413989425032282,5.90845846974359e-05,NA,NA
"733",12,0.00166944908180301,FALSE,0.0112712669354471,0.00330453670951894,0.00587090538000817,0.0109100000469566,0.0187391958218368,0.0102077443204238,0.0109100000469566,8.53877821396004e-05,NA,NA
"77",13,0.0112721417069243,FALSE,0.00256789369276983,0.000902852248938394,0.00111476467949656,0.00246496310663905,0.00461641957589959,0.00226758013949606,0.00246496310663905,7.75663948973223e-05,NA,NA
"90",14,0.00122100122100122,FALSE,0.00254721303228154,0.00197984532461112,0.000415442608370607,0.00202164275210652,0.00774979540514302,0.00119332426043112,0.00202164275210652,6.41026861330636e-07,NA,NA
"18",15,0.00407055630936228,FALSE,0.00505833905566523,0.00106470181086539,0.00319171983881391,0.00498326704195139,0.00735478029422523,0.00483662234238407,0.00498326704195139,8.33040881383346e-07,NA,NA
"271",16,0.00165562913907285,TRUE,1.2219009440759e-05,0.00117477449995434,1.17486828721608e-15,1.6079260621508e-10,4.56046570645868e-06,1.65090348373681e-23,1.6079260621508e-10,2.74110731372128e-06,NA,NA
"266",17,0,FALSE,0.00443004394377777,0.000897158124988592,0.00283100610348984,0.00437601554816685,0.00634008511471816,0.00427162438800457,0.00437601554816685,1.9149512077798e-05,NA,NA
"651",18,0.00249376558603491,FALSE,0.00273251941582155,0.000779436311728723,0.00139658347475574,0.00267047486151269,0.00443281376568413,0.00255400883165859,0.00267047486151269,3.12261680398836e-08,NA,NA
"79",19,0.00130718954248366,FALSE,0.00301594302231797,0.0011099721558326,0.00124343316846519,0.00288583977358222,0.00554354978086914,0.00263641060463003,0.00288583977358222,2.49213655214753e-06,NA,NA
"307",20,0,FALSE,0.00310453565730558,0.000813223516075315,0.00173050543234542,0.0030304860509583,0.00490341877898415,0.00288667884946486,0.0030304860509583,9.18384570505281e-06,NA,NA
