"","CLUSTER","raw_prev_rate","urban","mean","sd","X0.025quant","X0.5quant","X0.975quant","mode","fit","sq_err","glm_fit","glm_sq_err"
"105",1,0.00145772594752187,FALSE,0.00162716437465068,0.00162354161070693,0.000215569481920079,0.00118669984391074,0.00568032678927804,0.000648239882681839,0.00118669984391074,7.34551488386296e-08,NA,NA
"112",2,0.00625978090766823,FALSE,0.00105522090158178,0.00104559580878513,0.000136842279292209,0.000769188720538968,0.00368367741795668,0.000408644662074005,0.000769188720538968,3.01466025653649e-05,NA,NA
"265",3,0.00265957446808511,TRUE,0.00152559885218383,0.00152002808378861,0.000202194499813109,0.00111344533348492,0.005319513443289,0.00060867537138884,0.00111344533348492,2.39051530085952e-06,NA,NA
"444",4,0.00138888888888889,FALSE,0.00163601187258644,0.00163175018380385,0.000216895756783601,0.00119337436586646,0.00570982640658591,0.000652129172330663,0.00119337436586646,3.82259287126874e-08,NA,NA
"458",5,0.0013550135501355,FALSE,0.00164105888994724,0.00163645651430532,0.000217608006828736,0.00119716234163491,0.00572672207947108,0.000654287186986702,0.00119716234163491,2.49170040250979e-08,NA,NA
"469",6,0,TRUE,0.00176668898617366,0.00171182657277688,0.000250538870935665,0.00130647520504165,0.00604565017383649,0.000741868900151263,0.00130647520504165,1.70687746138863e-06,NA,NA
"494",7,0,FALSE,0.0018500549665041,0.00177704429323573,0.000265224268099049,0.00137321156359603,0.00629736021683869,0.000784622498738966,0.00137321156359603,1.88570999839386e-06,NA,NA
"515",8,0.00307692307692308,FALSE,0.00150679208600813,0.00149896715591647,0.00019995032024222,0.00110045464935293,0.00524853721649996,0.000602078844230945,0.00110045464935293,3.90642744518164e-06,NA,NA
"520",9,0,FALSE,0.00183840616997199,0.00176935118510218,0.00026290102431587,0.00136334612389808,0.00626574698320315,0.000777738745473093,0.00136334612389808,1.85871265354792e-06,NA,NA
"596",10,0,FALSE,0.00185852539692999,0.00178324899785334,0.000266772745535806,0.00138012141262202,0.00632219518843703,0.000789109670250782,0.00138012141262202,1.90473511357779e-06,NA,NA
"27",11,0.011826544021025,FALSE,0.00297400777324382,0.0026048685519341,0.000501560338886793,0.00230978644922352,0.00946245642328179,0.00148506021652236,0.00230978644922352,9.05686746804408e-05,NA,NA
"733",12,0.00166944908180301,FALSE,0.00422838231761189,0.003890459102295,0.000660503786463773,0.00321072634262663,0.0139343706051641,0.00196567190356728,0.00321072634262663,2.37553559473195e-06,NA,NA
"77",13,0.0112721417069243,FALSE,0.00310569470220884,0.0027874147534908,0.000499389978317037,0.00238397314401784,0.0100659058568774,0.00148317282786271,0.00238397314401784,7.89995404026387e-05,NA,NA
"90",14,0.00122100122100122,FALSE,0.0043596589129167,0.00395189368389713,0.000696036912736943,0.00333180780183395,0.0142236338302478,0.00206711983596776,0.00333180780183395,4.45550442168674e-06,NA,NA
"18",15,0.00407055630936228,FALSE,0.00387347013366477,0.00369175091805452,0.000566909949868855,0.00289573225991604,0.0130767681758793,0.00170488113134279,0.00289573225991604,1.38021154715725e-06,NA,NA
