"","CLUSTER","raw_prev_rate","urban","mean","sd","X0.025quant","X0.5quant","X0.975quant","mode","fit","sq_err","glm_fit","glm_sq_err"
"105",1,0.00145772594752187,FALSE,0.000475715942834099,0.000787411567971567,1.26106024424852e-05,0.000239016193251391,0.0023693321916839,2.84964889023497e-05,0.000239016193251391,1.48525346515401e-06,NA,NA
"112",2,0.00625978090766823,FALSE,0.00152456230183499,0.00201623391611122,0.000125891511398465,0.000951198949537006,0.0063858319441027,0.000370993665336369,0.000951198949537006,2.81810424061963e-05,NA,NA
"265",3,0.00265957446808511,TRUE,0.0273239797765854,0.0516858000415236,0.000661631640475648,0.0107385448966423,0.164446490336706,0.0014953904618413,0.0107385448966423,6.5269763185502e-05,NA,NA
"444",4,0.00138888888888889,FALSE,0.000954452470189967,0.00119343773854852,6.83304387534652e-05,0.000609471955254531,0.00390636808368962,0.000214932748142037,0.000609471955254531,6.07490756435988e-07,NA,NA
"458",5,0.0013550135501355,FALSE,0.00289919472225592,0.00355841338392196,0.000277310193890856,0.00191116234046146,0.011497234822831,0.000859822192508905,0.00191116234046146,3.0930147698103e-07,NA,NA
"469",6,0,TRUE,0.00165349865603173,0.00193256044653912,0.000169932751905809,0.00111762297556461,0.00636705044726391,0.00052442105496381,0.00111762297556461,1.24908111550989e-06,NA,NA
"494",7,0,FALSE,0.00102418885807778,0.00131191844754881,7.06478942612669e-05,0.000644468708963342,0.00425564877609296,0.000220561158864561,0.000644468708963342,4.15339916832877e-07,NA,NA
"515",8,0.00307692307692308,FALSE,0.00259581227473699,0.00318722717638176,0.000244903309879828,0.00169944271063557,0.010367618600717,0.000743992127252008,0.00169944271063557,1.89745215950758e-06,NA,NA
"520",9,0,FALSE,0.000698648597812613,0.0018952756563059,7.55234877890795e-06,0.000230063412172798,0.00425757638611344,1.03709014789722e-05,0.000230063412172798,5.29291736205909e-08,NA,NA
"596",10,0,FALSE,0.00113483267194523,0.00138747095859843,9.10846391433162e-05,0.000738828758112957,0.00455238156173395,0.000286745156177284,0.000738828758112957,5.45867933814734e-07,NA,NA
"27",11,0.011826544021025,FALSE,0.00388899353760649,0.00515328200879418,0.000329878986138062,0.0024577292559655,0.016140683814402,0.00102523562684688,0.0024577292559655,8.77746901019968e-05,NA,NA
"733",12,0.00166944908180301,FALSE,0.0159092656253626,0.0220049217547748,0.00111873815629153,0.00944053064390035,0.0708329424031442,0.00343224200880015,0.00944053064390035,6.03897086447692e-05,NA,NA
"77",13,0.0112721417069243,FALSE,0.00246024844350227,0.00264081554662305,0.000309474414235865,0.00174608019389523,0.00892754036950914,0.000936321782716622,0.00174608019389523,9.07458479500137e-05,NA,NA
"90",14,0.00122100122100122,FALSE,0.00490657066549198,0.0120515034281345,0.000104269412989423,0.00186075779296634,0.0285172420002835,0.00024300088054249,0.00186075779296634,4.09288471372561e-07,NA,NA
"18",15,0.00407055630936228,FALSE,0.00563084830900343,0.00666954616865966,0.000570538290476957,0.00378649655097245,0.0218963886437273,0.00180307559396965,0.00378649655097245,8.06899463364885e-08,NA,NA
"271",16,0.00165562913907285,TRUE,0.00312957810821475,0.00425353727219501,0.000240629302715087,0.00192819521322951,0.0132949497694616,0.000736974694356707,0.00192819521322951,7.42922647811736e-08,NA,NA
"266",17,0,FALSE,0.00504076277770826,0.00512126510703969,0.000694069141268099,0.00366857034960771,0.0177229994967706,0.00210202097522801,0.00366857034960771,1.34584084100208e-05,NA,NA
"651",18,0.00249376558603491,FALSE,0.00360913934127659,0.00410007442995562,0.00040120638469428,0.00248459624073417,0.0136280949586574,0.00124220701436273,0.00248459624073417,8.40768932442921e-11,NA,NA
"79",19,0.00130718954248366,FALSE,0.00365484406673076,0.00449836022401319,0.000349406518529347,0.00240824087603752,0.0145091925149929,0.00108822158892009,0.00240824087603752,1.21231403912073e-06,NA,NA
"307",20,0,FALSE,0.00350520096283677,0.00370721550684606,0.000453761914599401,0.00250310960730494,0.0126309385635402,0.00137536164498162,0.00250310960730494,6.26555770618227e-06,NA,NA
"314",21,0.00261096605744125,FALSE,0.00280031499463523,0.00321651618779964,0.000314189455215098,0.00191814426206774,0.0106297131590725,0.000960520256739186,0.00191814426206774,4.80002040144577e-07,NA,NA
"333",22,0.00313479623824451,FALSE,0.00472562751618283,0.00587238945422559,0.000454465179235044,0.0030913157143558,0.0189328990274757,0.00140336094262347,0.0030913157143558,1.89055595763664e-09,NA,NA
"351",23,0.00420757363253857,TRUE,0.00602368219731925,0.0116463154905767,0.000178066850745302,0.00273913051283667,0.0321667936763493,0.000455456740074991,0.00273913051283667,2.15632519579985e-06,NA,NA
"350",24,0,TRUE,0.00520718760336587,0.00609951115051762,0.000572170955765387,0.00352200024122202,0.0200919883961208,0.00173993431645015,0.00352200024122202,1.2404485699168e-05,NA,NA
"358",25,0.00687757909215956,TRUE,0.00237868677411593,0.00253246852789745,0.000299489766425123,0.00169482912445171,0.00859743250970434,0.000921220750887557,0.00169482912445171,2.68608972277758e-05,NA,NA
"369",26,0,TRUE,0.00329339908500455,0.00409299636579465,0.00032390471053341,0.00215940775650903,0.0131452579277585,0.000992125199554418,0.00215940775650903,4.66304185887134e-06,NA,NA
"372",27,0.00605143721633888,TRUE,0.00187898948121468,0.00235351971513613,0.000174361583353892,0.00122679176103458,0.00752924803435367,0.000544546439536296,0.00122679176103458,2.32772037693884e-05,NA,NA
"382",28,0,TRUE,0.00283881038243905,0.0031375159601854,0.000331559115660834,0.0019832519359075,0.0105242831677238,0.00102760345972515,0.0019832519359075,3.93328824128086e-06,NA,NA
"393",29,0.00561009817671809,TRUE,0.00297348940441209,0.00319889840493082,0.000377195989127783,0.00210771764649475,0.0108142438514896,0.00114654259577032,0.00210771764649475,1.22666693784876e-05,NA,NA
"408",30,0.0027359781121751,FALSE,0.0032138600944903,0.00345213631499598,0.000405309278731251,0.00227906327612772,0.0116805957278238,0.00123513253338494,0.00227906327612772,2.08771167400206e-07,NA,NA
"411",31,0,FALSE,0.003615629959985,0.00368061926316639,0.000497345359478084,0.00262622552566278,0.01273085303021,0.00149326503974337,0.00262622552566278,6.89706051164274e-06,NA,NA
"413",32,0,TRUE,0.00286367001403177,0.00299218215166599,0.000379540793216338,0.00205689482192363,0.0102292900323148,0.00114341042021541,0.00205689482192363,4.23081630845624e-06,NA,NA
"427",33,0.00416088765603329,FALSE,0.00268906609058248,0.00294364972712727,0.000324423014320961,0.0018793600978805,0.00995522626674615,0.000973690540130462,0.0018793600978805,5.20536799861063e-06,NA,NA
"692",34,0.0027359781121751,FALSE,0.0025059976726493,0.00331056851068257,0.00021654131247221,0.0015856586677832,0.0103645469402538,0.000663509640893976,0.0015856586677832,1.32323482414609e-06,NA,NA
"641",35,0.0027359781121751,TRUE,0.00236394859368445,0.00263417243802149,0.000269245241606935,0.00164422144423923,0.00880576508812695,0.000837962281142547,0.00164422144423923,1.19193262198244e-06,NA,NA
"679",36,0.00280898876404494,FALSE,0.00280613504369122,0.00318770932586289,0.000323793980769052,0.00193428713312076,0.01056572639327,0.000986499893606848,0.00193428713312076,7.6510294314142e-07,NA,NA
"686",37,0.00281293952180028,FALSE,0.00263669098821881,0.00318282796843389,0.000268409486651255,0.00175713072470989,0.0103298472091507,0.000823660059885863,0.00175713072470989,1.11473221601345e-06,NA,NA
"1",38,0,TRUE,0.0166976705710329,0.0471944244111276,4.51988052774825e-05,0.00324893927476747,0.127396554929177,1.51374510060698e-05,0.00324893927476747,1.05556064111265e-05,NA,NA
"55",39,0.0054249547920434,TRUE,0.00529643531077791,0.00737897879811681,0.000379476083294721,0.00320512576897325,0.0229302546146102,0.00117114502812592,0.00320512576897325,4.92764089166458e-06,NA,NA
"64",40,0.0157068062827225,TRUE,0.00110492509940987,0.00112186845880963,0.000106202815167958,0.000790804264251734,0.00396144482539238,0.000343752601368841,0.000790804264251734,0.000222487116215024,NA,NA
"186",41,0.0018796992481203,FALSE,0.0084809024393451,0.0110937015276586,0.000704738216567382,0.00532342664524909,0.0355401490706965,0.00217088553656104,0.00532342664524909,1.18592583857355e-05,NA,NA
"223",42,0.003584229390681,FALSE,0.00578336986405067,0.00731103893906221,0.000519000167433989,0.00371290295297059,0.0236290759374456,0.00158582313335769,0.00371290295297059,1.65568856322928e-08,NA,NA
"233",43,0,FALSE,0.00596422976869573,0.0068536221175492,0.00065236200548739,0.00406455035357133,0.0228141506151347,0.00200744795340976,0.00406455035357133,1.65205695767168e-05,NA,NA
