"","CLUSTER","raw_prev_rate","urban","mean","sd","X0.025quant","X0.5quant","X0.975quant","mode","fit","sq_err","glm_fit","glm_sq_err"
"105",1,0.00145772594752187,FALSE,0.00134407347025238,0.000523555879641163,0.000540472528979906,0.0012712163540995,0.002567298508246,0.00113184666197536,0.0012712163540995,3.47858284385764e-08,NA,NA
"112",2,0.00625978090766823,FALSE,0.00138096289704865,0.00162035280802346,0.000118221414220414,0.000884059072868304,0.00563793109243621,0.000331003919621299,0.000884059072868304,2.88983852451447e-05,NA,NA
"265",3,0.00265957446808511,TRUE,0.00116618488530138,0.000939614761817604,0.00016466146647457,0.000914106520672092,0.00364079662868273,0.000506866024361726,0.000914106520672092,3.04665835544621e-06,NA,NA
"444",4,0.00138888888888889,FALSE,0.00107365604400881,0.000487425892277343,0.000352222890271505,0.000998769627346689,0.00222826483954233,0.000854629198301173,0.000998769627346689,1.52193038226232e-07,NA,NA
"458",5,0.0013550135501355,FALSE,0.00191850072346403,0.000781325357569553,0.00071703847653561,0.00181200991134047,0.00373683025310743,0.00160727536578174,0.00181200991134047,2.08845674154583e-07,NA,NA
"469",6,0,TRUE,0.000438027004550833,0.000896935627224006,9.0631581034312e-06,0.000177414432514273,0.00249027551373125,1.86683624974078e-05,0.000177414432514273,3.14758808643616e-08,NA,NA
"494",7,0,FALSE,0.00179122906989547,0.000580756471061564,0.000844621858442628,0.00172799648930109,0.00310265967655238,0.0016063837930537,0.00172799648930109,2.98597186703689e-06,NA,NA
"515",8,0.00307692307692308,FALSE,0.00161642040306116,0.000722801124836084,0.000543799044472124,0.00150582785717131,0.00332839055996438,0.00129353459969502,0.00150582785717131,2.46834018952686e-06,NA,NA
"520",9,0,FALSE,0.00102489398236133,0.000434013947240287,0.000391343496597556,0.000953955518315431,0.00206585161401974,0.000821070521649748,0.000953955518315431,9.10031130924462e-07,NA,NA
"596",10,0,FALSE,0.00168102579201001,0.000544647347447937,0.000790254016086802,0.00162295706239473,0.0029072443343363,0.00151138705887449,0.00162295706239473,2.63398962637694e-06,NA,NA
"27",11,0.011826544021025,FALSE,0.00406692133934539,0.00149075502520879,0.00183278243557701,0.00383958988659087,0.00760281099043434,0.00341205043111388,0.00383958988659087,6.37914363455544e-05,NA,NA
